StudentID,Last School,Earliest Yr,Last Yr,#Yrs At Zilla,EnteredInGrade,MostRecentGrade,LastYearID,Still Enrolled,ExitedUnexpectedly
73473,S,2005-2006,2007-2008,3,3,5,17,Y,N
73698,S,2005-2006,2007-2008,3,2,4,17,Y,N
73728,S,2005-2006,2005-2006,1,8,8,15,N,N
73866,S,2005-2006,2007-2008,3,3,5,17,Y,N
73875,S,2005-2006,2006-2007,2,5,6,16,N,Y
73914,S,2005-2006,2005-2006,1,4,4,15,N,Y
73944,S,2005-2006,2005-2006,1,8,8,15,N,N
74010,S,2005-2006,2007-2008,3,6,8,17,Y,N
74024,S,2005-2006,2006-2007,2,7,8,16,N,N
74034,S,2005-2006,2007-2008,3,6,8,17,Y,N
74045,S,2005-2006,2005-2006,1,5,5,15,N,Y
74046,S,2005-2006,2007-2008,3,4,6,17,Y,N
74057,S,2005-2006,2007-2008,3,0,2,17,Y,N
74061,S,2005-2006,2005-2006,1,0,0,15,N,Y
74067,S,2005-2006,2007-2008,3,4,6,17,Y,N
74073,S,2005-2006,2005-2006,1,5,5,15,N,Y
74094,S,2005-2006,2005-2006,1,2,2,15,N,Y
74101,S,2005-2006,2007-2008,3,6,8,17,Y,N
74144,S,2005-2006,2006-2007,2,6,7,16,N,Y
74184,S,2005-2006,2005-2006,1,4,4,15,N,Y
74194,S,2005-2006,2007-2008,3,4,6,17,Y,N
74268,S,2005-2006,2005-2006,1,7,7,15,N,Y
74275,S,2005-2006,2006-2007,2,5,5,16,N,Y
74276,S,2005-2006,2006-2007,2,0,1,16,N,Y
74278,S,2005-2006,2007-2008,3,4,6,17,N,Y
74292,S,2005-2006,2007-2008,3,5,7,17,Y,N
74293,S,2005-2006,2007-2008,3,2,4,17,Y,N
74957,S,2006-2007,2007-2008,2,0,1,17,Y,N
74958,S,2006-2007,2007-2008,2,0,1,17,Y,N
74959,S,2006-2007,2007-2008,2,0,1,17,Y,N
74960,S,2006-2007,2006-2007,1,0,0,16,N,Y
74961,S,2006-2007,2007-2008,2,0,1,17,Y,N
74962,S,2006-2007,2007-2008,2,0,1,17,Y,N
74963,S,2006-2007,2007-2008,2,0,1,17,Y,N
74964,S,2006-2007,2007-2008,2,0,1,17,N,Y
74965,S,2006-2007,2007-2008,2,0,1,17,Y,N
74966,S,2006-2007,2007-2008,2,0,1,17,Y,N
74967,S,2006-2007,2007-2008,2,0,1,17,Y,N
74968,S,2006-2007,2007-2008,2,0,1,17,Y,N
74969,S,2006-2007,2007-2008,2,0,1,17,Y,N
74970,S,2006-2007,2007-2008,2,0,1,17,Y,N
74972,S,2006-2007,2007-2008,2,0,1,17,Y,N
74973,S,2006-2007,2007-2008,2,0,1,17,Y,N
74974,S,2006-2007,2007-2008,2,0,1,17,Y,N
74975,S,2006-2007,2007-2008,2,0,1,17,Y,N
74976,S,2006-2007,2007-2008,2,0,1,17,Y,N
74978,S,2006-2007,2007-2008,2,0,1,17,Y,N
74979,S,2006-2007,2007-2008,2,0,1,17,Y,N
74980,S,2006-2007,2007-2008,2,0,1,17,N,Y
74981,S,2006-2007,2007-2008,2,0,1,17,Y,N
74982,S,2006-2007,2007-2008,2,0,1,17,Y,N
74983,S,2006-2007,2006-2007,1,0,0,16,N,Y
74985,S,2006-2007,2007-2008,2,0,1,17,Y,N
74986,S,2006-2007,2006-2007,1,0,0,16,N,Y
74987,S,2006-2007,2007-2008,2,0,1,17,Y,N
74988,S,2006-2007,2007-2008,2,0,1,17,Y,N
74989,S,2006-2007,2007-2008,2,0,1,17,Y,N
74991,S,2006-2007,2006-2007,1,0,0,16,N,Y
74993,S,2006-2007,2007-2008,2,0,1,17,Y,N
74994,S,2006-2007,2007-2008,2,0,1,17,Y,N
74995,S,2006-2007,2006-2007,1,7,7,16,N,Y
74996,S,2006-2007,2007-2008,2,7,8,17,Y,N
74998,S,2006-2007,2006-2007,1,2,2,16,N,Y
75000,S,2006-2007,2007-2008,2,1,2,17,Y,N
75015,S,2006-2007,2007-2008,2,0,1,17,Y,N
75061,S,2006-2007,2007-2008,2,5,6,17,Y,N
75062,S,2006-2007,2007-2008,2,5,6,17,Y,N
75275,S,2006-2007,2007-2008,2,0,1,17,Y,N
75291,S,2006-2007,2007-2008,2,0,1,17,Y,N
75368,S,2006-2007,2007-2008,2,0,1,17,Y,N
75373,S,2007-2008,2007-2008,1,5,5,17,Y,N
75385,S,2007-2008,2007-2008,1,1,1,17,Y,N
75386,S,2006-2007,2007-2008,2,0,1,17,Y,N
75481,S,2006-2007,2007-2008,2,4,5,17,Y,N
75484,S,2006-2007,2007-2008,2,7,8,17,Y,N
75498,S,2006-2007,2006-2007,1,5,5,16,N,Y
75504,S,2006-2007,2007-2008,2,0,1,17,Y,N
75506,S,2007-2008,2007-2008,1,7,7,17,Y,N
75510,S,2006-2007,2007-2008,2,6,7,17,Y,N
75511,S,2006-2007,2007-2008,2,6,7,17,Y,N
75512,S,2006-2007,2007-2008,2,5,6,17,Y,N
75514,S,2006-2007,2006-2007,1,8,8,16,N,N
75515,S,2006-2007,2006-2007,1,6,6,16,N,Y
75547,S,2006-2007,2007-2008,2,5,6,17,Y,N
75548,S,2006-2007,2007-2008,2,4,5,17,Y,N
75597,S,2006-2007,2007-2008,2,0,1,17,Y,N
75598,S,2006-2007,2007-2008,2,1,2,17,Y,N
75599,S,2006-2007,2006-2007,1,6,6,16,N,Y
75600,S,2006-2007,2006-2007,1,6,6,16,N,Y
75632,S,2006-2007,2006-2007,1,7,7,16,N,Y
76130,S,2006-2007,2007-2008,2,1,2,17,Y,N
76131,S,2006-2007,2007-2008,2,6,7,17,Y,N
76227,S,2006-2007,2007-2008,2,2,3,17,Y,N
76231,S,2006-2007,2007-2008,2,3,4,17,Y,N
76255,S,2006-2007,2007-2008,2,5,6,17,Y,N
76404,S,2006-2007,2007-2008,2,3,4,17,Y,N
76406,S,2006-2007,2007-2008,2,5,6,17,Y,N
76411,S,2006-2007,2007-2008,2,1,2,17,Y,N
76420,S,2006-2007,2007-2008,2,5,6,17,Y,N
76421,S,2006-2007,2007-2008,2,4,5,17,Y,N
76424,S,2006-2007,2007-2008,2,6,7,17,Y,N
76443,S,2006-2007,2007-2008,2,5,6,17,Y,N
76454,S,2006-2007,2007-2008,2,1,2,17,Y,N
76483,S,2006-2007,2007-2008,2,1,2,17,Y,N
76490,S,2006-2007,2007-2008,2,5,6,17,N,Y
76510,S,2006-2007,2007-2008,2,0,1,17,Y,N
76567,S,2006-2007,2007-2008,2,5,6,17,N,Y
76568,S,2006-2007,2007-2008,2,7,8,17,Y,N
76569,S,2006-2007,2007-2008,2,0,1,17,Y,N
76575,S,2006-2007,2006-2007,1,6,6,16,N,Y
76626,S,2006-2007,2007-2008,2,1,2,17,Y,N
76878,S,2007-2008,2007-2008,1,0,0,17,Y,N
76879,S,2007-2008,2007-2008,1,0,0,17,Y,N
76880,S,2007-2008,2007-2008,1,0,0,17,Y,N
76881,S,2007-2008,2007-2008,1,0,0,17,Y,N
76882,S,2007-2008,2007-2008,1,0,0,17,Y,N
76883,S,2007-2008,2007-2008,1,0,0,17,Y,N
76884,S,2007-2008,2007-2008,1,0,0,17,Y,N
76885,S,2007-2008,2007-2008,1,0,0,17,Y,N
76886,S,2007-2008,2007-2008,1,0,0,17,N,Y
76887,S,2007-2008,2007-2008,1,0,0,17,N,Y
76888,S,2007-2008,2007-2008,1,0,0,17,Y,N
76889,S,2007-2008,2007-2008,1,0,0,17,Y,N
76890,S,2007-2008,2007-2008,1,0,0,17,Y,N
76891,S,2007-2008,2007-2008,1,0,0,17,Y,N
76892,S,2007-2008,2007-2008,1,0,0,17,Y,N
76893,S,2007-2008,2007-2008,1,0,0,17,Y,N
76894,S,2007-2008,2007-2008,1,0,0,17,Y,N
76895,S,2007-2008,2007-2008,1,0,0,17,Y,N
76896,S,2007-2008,2007-2008,1,0,0,17,Y,N
76897,S,2007-2008,2007-2008,1,0,0,17,Y,N
76898,S,2007-2008,2007-2008,1,0,0,17,Y,N
76900,S,2007-2008,2007-2008,1,0,0,17,Y,N
76901,S,2007-2008,2007-2008,1,0,0,17,Y,N
76902,S,2007-2008,2007-2008,1,0,0,17,Y,N
76903,S,2007-2008,2007-2008,1,0,0,17,Y,N
76904,S,2007-2008,2007-2008,1,0,0,17,Y,N
76905,S,2007-2008,2007-2008,1,0,0,17,Y,N
76906,S,2007-2008,2007-2008,1,0,0,17,Y,N
76907,S,2007-2008,2007-2008,1,0,0,17,Y,N
76908,S,2007-2008,2007-2008,1,0,0,17,Y,N
76909,S,2007-2008,2007-2008,1,0,0,17,Y,N
76910,S,2007-2008,2007-2008,1,0,0,17,Y,N
76911,S,2007-2008,2007-2008,1,0,0,17,Y,N
76912,S,2007-2008,2007-2008,1,0,0,17,Y,N
76913,S,2007-2008,2007-2008,1,0,0,17,Y,N
76915,S,2007-2008,2007-2008,1,0,0,17,Y,N
76923,S,2007-2008,2007-2008,1,0,0,17,Y,N
76926,S,2007-2008,2007-2008,1,2,2,17,Y,N
77207,S,2007-2008,2007-2008,1,0,0,17,Y,N
77208,S,2007-2008,2007-2008,1,2,2,17,Y,N
77424,S,2007-2008,2007-2008,1,1,1,17,Y,N
77430,S,2007-2008,2007-2008,1,3,3,17,Y,N
77464,S,2007-2008,2007-2008,1,1,1,17,Y,N
77466,S,2007-2008,2007-2008,1,4,4,17,N,Y
77467,S,2007-2008,2007-2008,1,4,4,17,Y,N
77468,S,2007-2008,2007-2008,1,4,4,17,Y,N
77469,S,2007-2008,2007-2008,1,4,4,17,Y,N
77470,S,2007-2008,2007-2008,1,4,4,17,Y,N
77471,S,2007-2008,2007-2008,1,4,4,17,Y,N
77472,S,2007-2008,2007-2008,1,4,4,17,Y,N
77473,S,2007-2008,2007-2008,1,4,4,17,Y,N
77474,S,2007-2008,2007-2008,1,4,4,17,N,Y
77475,S,2007-2008,2007-2008,1,4,4,17,Y,N
77476,S,2007-2008,2007-2008,1,4,4,17,Y,N
77477,S,2007-2008,2007-2008,1,4,4,17,Y,N
77478,S,2007-2008,2007-2008,1,4,4,17,N,Y
77480,S,2007-2008,2007-2008,1,5,5,17,N,Y
77481,S,2007-2008,2007-2008,1,5,5,17,Y,N
77482,S,2007-2008,2007-2008,1,5,5,17,Y,N
77484,S,2007-2008,2007-2008,1,5,5,17,Y,N
77485,S,2007-2008,2007-2008,1,5,5,17,N,Y
77487,S,2007-2008,2007-2008,1,5,5,17,Y,N
77489,S,2007-2008,2007-2008,1,5,5,17,Y,N
77490,S,2007-2008,2007-2008,1,6,6,17,Y,N
77491,S,2007-2008,2007-2008,1,6,6,17,Y,N
77492,S,2007-2008,2007-2008,1,6,6,17,Y,N
77493,S,2007-2008,2007-2008,1,7,7,17,Y,N
77494,S,2007-2008,2007-2008,1,7,7,17,Y,N
77495,S,2007-2008,2007-2008,1,7,7,17,Y,N
77496,S,2007-2008,2007-2008,1,7,7,17,Y,N
77497,S,2007-2008,2007-2008,1,7,7,17,Y,N
77499,S,2007-2008,2007-2008,1,8,8,17,Y,N
77955,S,2007-2008,2007-2008,1,0,0,17,Y,N
77962,S,2007-2008,2007-2008,1,5,5,17,Y,N
77963,S,2007-2008,2007-2008,1,3,3,17,Y,N
77978,S,2007-2008,2007-2008,1,5,5,17,N,Y
78034,S,2007-2008,2007-2008,1,6,6,17,Y,N
78069,S,2007-2008,2007-2008,1,2,2,17,Y,N
78071,S,2007-2008,2007-2008,1,1,1,17,Y,N
78108,S,2007-2008,2007-2008,1,0,0,17,Y,N
78121,S,2007-2008,2007-2008,1,6,6,17,Y,N
78122,S,2007-2008,2007-2008,1,7,7,17,Y,N
78164,S,2007-2008,2007-2008,1,6,6,17,Y,N
78327,S,2007-2008,2007-2008,1,6,6,17,Y,N
78370,S,2007-2008,2007-2008,1,7,7,17,N,Y
78372,S,2007-2008,2007-2008,1,5,5,17,Y,N
78373,S,2007-2008,2007-2008,1,6,6,17,N,Y
78424,S,2007-2008,2007-2008,1,7,7,17,Y,N
78425,S,2007-2008,2007-2008,1,8,8,17,Y,N
78426,S,2007-2008,2007-2008,1,4,4,17,Y,N
78427,S,2007-2008,2007-2008,1,6,6,17,Y,N
78434,S,2007-2008,2007-2008,1,0,0,17,Y,N
78435,S,2007-2008,2007-2008,1,0,0,17,Y,N
78436,S,2007-2008,2007-2008,1,7,7,17,Y,N
78437,S,2007-2008,2007-2008,1,6,6,17,Y,N
78449,S,2007-2008,2007-2008,1,8,8,17,Y,N
78458,S,2007-2008,2007-2008,1,6,6,17,Y,N
78480,S,2007-2008,2007-2008,1,5,5,17,Y,N
78532,S,2007-2008,2007-2008,1,6,6,17,Y,N
78549,S,2007-2008,2007-2008,1,5,5,17,Y,N
78550,S,2007-2008,2007-2008,1,6,6,17,Y,N
78551,S,2007-2008,2007-2008,1,5,5,17,Y,N
78552,S,2007-2008,2007-2008,1,5,5,17,Y,N
78554,S,2007-2008,2007-2008,1,7,7,17,Y,N
78555,S,2007-2008,2007-2008,1,7,7,17,Y,N
78634,S,2007-2008,2007-2008,1,6,6,17,Y,N
78635,S,2007-2008,2007-2008,1,6,6,17,Y,N
78637,S,2007-2008,2007-2008,1,7,7,17,Y,N
78638,S,2007-2008,2007-2008,1,7,7,17,Y,N
78639,S,2007-2008,2007-2008,1,6,6,17,Y,N
78765,S,2007-2008,2007-2008,1,7,7,17,N,Y
78820,S,2007-2008,2007-2008,1,5,5,17,Y,N
78822,S,2007-2008,2007-2008,1,6,6,17,Y,N
78823,S,2007-2008,2007-2008,1,4,4,17,Y,N
78865,S,2007-2008,2007-2008,1,7,7,17,Y,N
78866,S,2007-2008,2007-2008,1,5,5,17,Y,N
78887,S,2007-2008,2007-2008,1,6,6,17,Y,N
78889,S,2007-2008,2007-2008,1,4,4,17,Y,N
78890,S,2007-2008,2007-2008,1,6,6,17,Y,N
78905,S,2007-2008,2007-2008,1,4,4,17,Y,N
78906,S,2007-2008,2007-2008,1,6,6,17,Y,N
78907,S,2007-2008,2007-2008,1,6,6,17,Y,N
78965,S,2007-2008,2007-2008,1,5,5,17,Y,N
78966,S,2007-2008,2007-2008,1,6,6,17,Y,N
78971,S,2007-2008,2007-2008,1,8,8,17,Y,N
79129,S,2007-2008,2007-2008,1,5,5,17,Y,N
65071,U,2002-2003,2004-2005,3,2,4,14,N,Y
65073,U,2003-2004,2006-2007,4,2,5,16,N,N
65074,U,2003-2004,2004-2005,2,4,5,14,N,Y
65076,U,2003-2004,2006-2007,4,2,5,16,N,N
65077,U,2003-2004,2004-2005,2,4,5,14,N,Y
65082,U,2003-2004,2006-2007,4,2,5,16,N,N
65084,U,2003-2004,2005-2006,3,3,5,15,N,N
65085,U,2003-2004,2003-2004,1,5,5,13,N,Y
65086,U,2003-2004,2004-2005,2,5,6,14,N,N
65089,U,2003-2004,2004-2005,2,4,5,14,N,Y
65090,U,2003-2004,2005-2006,3,3,5,15,N,N
65092,U,2003-2004,2004-2005,2,4,5,14,N,Y
65093,U,2003-2004,2004-2005,2,5,6,14,N,N
65094,U,2003-2004,2004-2005,2,3,4,14,N,Y
65095,U,2003-2004,2004-2005,2,4,5,14,N,Y
65096,U,2003-2004,2006-2007,4,2,5,16,N,N
65101,U,2003-2004,2003-2004,1,3,3,13,N,Y
65104,U,2003-2004,2004-2005,2,5,6,14,N,N
65106,U,2003-2004,2004-2005,2,4,5,14,N,Y
65115,U,2003-2004,2004-2005,2,4,5,14,N,Y
65116,U,2003-2004,2005-2006,3,4,6,15,N,N
65122,U,2003-2004,2004-2005,2,5,6,14,N,N
65126,U,2003-2004,2004-2005,2,5,6,14,N,N
65128,U,2003-2004,2003-2004,1,6,6,13,N,N
65133,U,2003-2004,2004-2005,2,4,5,14,N,Y
65136,U,2003-2004,2004-2005,2,4,5,14,N,Y
65137,U,2003-2004,2005-2006,3,4,6,15,N,N
65138,U,2003-2004,2004-2005,2,2,3,14,N,Y
65139,U,2003-2004,2003-2004,1,4,4,13,N,Y
65140,U,2003-2004,2005-2006,3,3,5,15,N,N
65141,U,2003-2004,2005-2006,3,2,4,15,N,Y
65142,U,2003-2004,2003-2004,1,6,6,13,N,N
65143,U,2003-2004,2004-2005,2,3,4,14,N,Y
65144,U,2003-2004,2005-2006,3,4,6,15,N,N
65146,U,2003-2004,2005-2006,3,2,4,15,N,Y
65147,U,2003-2004,2005-2006,3,3,5,15,N,N
65152,U,2003-2004,2006-2007,4,2,5,16,N,N
65156,U,2002-2003,2002-2003,1,5,5,12,N,Y
65157,U,2003-2004,2003-2004,1,6,6,13,N,N
65158,U,2003-2004,2006-2007,4,2,5,16,N,N
65159,U,2003-2004,2004-2005,2,4,5,14,N,Y
65166,U,2003-2004,2003-2004,1,5,5,13,N,Y
65167,U,2003-2004,2003-2004,1,3,3,13,N,Y
65171,U,2003-2004,2005-2006,3,4,6,15,N,N
65174,U,2003-2004,2004-2005,2,4,5,14,N,Y
65175,U,2002-2003,2005-2006,4,1,4,15,N,Y
65176,U,2003-2004,2006-2007,4,2,5,16,N,N
65177,U,2002-2003,2005-2006,4,2,5,15,N,N
65178,U,2002-2003,2006-2007,5,1,5,16,N,N
65180,U,2003-2004,2004-2005,2,2,3,14,N,Y
65182,U,2003-2004,2003-2004,1,3,3,13,N,Y
65183,U,2003-2004,2003-2004,1,5,5,13,N,Y
65184,U,2003-2004,2003-2004,1,4,4,13,N,Y
65195,U,2003-2004,2003-2004,1,6,6,13,N,N
65196,U,2003-2004,2003-2004,1,4,4,13,N,Y
65198,U,2002-2003,2005-2006,4,2,5,15,N,N
65199,U,2002-2003,2005-2006,4,3,6,15,N,N
65201,U,2003-2004,2003-2004,1,2,2,13,N,Y
65202,U,2003-2004,2003-2004,1,5,5,13,N,Y
65203,U,2003-2004,2004-2005,2,4,5,14,N,Y
65204,U,2003-2004,2004-2005,2,4,5,14,N,Y
65205,U,2003-2004,2003-2004,1,5,5,13,N,Y
65206,U,2003-2004,2003-2004,1,5,5,13,N,Y
65207,U,2003-2004,2004-2005,2,2,3,14,N,Y
65208,U,2003-2004,2003-2004,1,6,6,13,N,N
65209,U,2002-2003,2005-2006,4,2,5,15,N,N
65210,U,2003-2004,2004-2005,2,2,3,14,N,Y
65211,U,2003-2004,2004-2005,2,4,5,14,N,Y
65216,U,2003-2004,2005-2006,3,4,6,15,N,N
65218,U,2003-2004,2005-2006,3,4,6,15,N,N
65221,U,2003-2004,2003-2004,1,2,2,13,N,Y
65222,U,2003-2004,2004-2005,2,4,5,14,N,Y
65223,U,2002-2003,2005-2006,4,2,5,15,N,N
65224,U,2003-2004,2003-2004,1,5,5,13,N,Y
67227,U,2002-2003,2004-2005,3,3,5,14,N,Y
67589,U,2002-2003,2005-2006,4,1,4,15,N,Y
67590,U,2002-2003,2004-2005,3,2,4,14,N,Y
67910,U,2002-2003,2003-2004,2,1,2,13,N,Y
67937,U,2002-2003,2002-2003,1,5,5,12,N,Y
67938,U,2002-2003,2003-2004,2,4,5,13,N,Y
67940,U,2002-2003,2002-2003,1,5,5,12,N,Y
67941,U,2002-2003,2003-2004,2,5,6,13,N,N
67942,U,2002-2003,2002-2003,1,5,5,12,N,Y
67943,U,2002-2003,2003-2004,2,3,4,13,N,Y
67944,U,2002-2003,2002-2003,1,3,3,12,N,Y
67945,U,2002-2003,2004-2005,3,3,5,14,N,Y
67946,U,2002-2003,2003-2004,2,2,3,13,N,Y
67947,U,2002-2003,2005-2006,4,2,5,15,N,N
67948,U,2002-2003,2005-2006,4,2,5,15,N,N
67949,U,2002-2003,2002-2003,1,2,2,12,N,Y
67950,U,2002-2003,2007-2008,6,0,5,17,Y,N
67951,U,2002-2003,2002-2003,1,0,0,12,N,Y
67952,U,2002-2003,2006-2007,5,0,4,16,N,Y
67953,U,2002-2003,2006-2007,5,0,4,16,N,Y
67954,U,2002-2003,2007-2008,6,0,5,17,Y,N
67955,U,2002-2003,2005-2006,4,0,3,15,N,Y
67957,U,2002-2003,2005-2006,4,0,3,15,N,Y
67958,U,2002-2003,2007-2008,6,0,4,17,Y,N
67960,U,2002-2003,2007-2008,6,0,5,17,Y,N
67961,U,2002-2003,2004-2005,3,0,2,14,N,Y
67962,U,2002-2003,2007-2008,6,0,5,17,Y,N
67964,U,2002-2003,2004-2005,3,0,2,14,N,Y
67965,U,2002-2003,2007-2008,6,0,5,17,Y,N
67966,U,2002-2003,2007-2008,6,0,5,17,Y,N
67967,U,2002-2003,2006-2007,5,0,4,16,N,Y
67969,U,2002-2003,2005-2006,4,0,3,15,N,Y
67970,U,2002-2003,2007-2008,6,0,5,17,Y,N
67972,U,2002-2003,2002-2003,1,0,0,12,N,Y
67975,U,2002-2003,2007-2008,6,0,5,17,Y,N
67976,U,2002-2003,2007-2008,6,0,5,17,Y,N
67977,U,2002-2003,2003-2004,2,0,1,13,N,Y
67979,U,2002-2003,2007-2008,6,0,5,17,Y,N
68104,U,2002-2003,2002-2003,1,5,5,12,N,Y
68112,U,2002-2003,2003-2004,2,2,3,13,N,Y
68114,U,2002-2003,2003-2004,2,0,1,13,N,Y
68115,U,2002-2003,2007-2008,6,0,5,17,Y,N
68117,U,2002-2003,2004-2005,3,1,3,14,N,Y
68118,U,2002-2003,2007-2008,6,0,5,17,Y,N
68119,U,2002-2003,2002-2003,1,5,5,12,N,Y
68539,U,2002-2003,2002-2003,1,4,4,12,N,Y
68540,U,2002-2003,2002-2003,1,1,1,12,N,Y
68541,U,2002-2003,2002-2003,1,2,2,12,N,Y
68542,U,2002-2003,2002-2003,1,3,3,12,N,Y
68546,U,2002-2003,2005-2006,4,2,5,15,N,N
68880,U,2002-2003,2002-2003,1,2,2,12,N,Y
68896,U,2002-2003,2003-2004,2,5,6,13,N,N
69224,U,2003-2004,2004-2005,2,0,1,14,N,Y
69225,U,2003-2004,2005-2006,3,1,3,15,N,Y
69226,U,2003-2004,2005-2006,3,0,2,15,N,Y
69227,U,2003-2004,2003-2004,1,0,0,13,N,Y
69228,U,2003-2004,2007-2008,5,0,4,17,Y,N
69229,U,2003-2004,2007-2008,5,0,4,17,N,Y
69232,U,2003-2004,2007-2008,5,0,4,17,Y,N
69233,U,2003-2004,2004-2005,2,0,1,14,N,Y
69234,U,2003-2004,2006-2007,4,0,3,16,N,Y
69235,U,2003-2004,2007-2008,5,0,4,17,Y,N
69236,U,2003-2004,2003-2004,1,0,0,13,N,Y
69237,U,2003-2004,2003-2004,1,0,0,13,N,Y
69238,U,2003-2004,2004-2005,2,0,1,14,N,Y
69239,U,2003-2004,2007-2008,5,0,4,17,Y,N
69240,U,2003-2004,2007-2008,5,0,4,17,Y,N
69242,U,2003-2004,2007-2008,5,0,4,17,Y,N
69243,U,2003-2004,2007-2008,5,0,4,17,Y,N
69244,U,2003-2004,2007-2008,5,0,4,17,Y,N
69245,U,2003-2004,2007-2008,5,0,4,17,Y,N
69319,U,2003-2004,2005-2006,3,4,6,15,N,N
69321,U,2003-2004,2007-2008,5,0,4,17,Y,N
69322,U,2003-2004,2007-2008,5,0,4,17,N,Y
69327,U,2003-2004,2007-2008,5,0,4,17,Y,N
69328,U,2003-2004,2007-2008,5,0,4,17,Y,N
69452,U,2003-2004,2003-2004,1,4,4,13,N,Y
69461,U,2003-2004,2003-2004,1,4,4,13,N,Y
69464,U,2003-2004,2005-2006,3,4,6,15,N,N
69465,U,2003-2004,2003-2004,1,3,3,13,N,Y
69544,U,2003-2004,2003-2004,1,4,4,13,N,Y
69582,U,2003-2004,2005-2006,3,4,6,15,N,N
69586,U,2003-2004,2004-2005,2,5,6,14,N,N
70008,U,2003-2004,2003-2004,1,4,4,13,N,Y
70056,U,2003-2004,2004-2005,2,5,6,14,N,N
70237,U,2003-2004,2004-2005,2,4,5,14,N,Y
70637,U,2003-2004,2004-2005,2,4,5,14,N,Y
70674,U,2003-2004,2006-2007,4,2,5,16,N,N
70738,U,2004-2005,2007-2008,4,0,3,17,Y,N
70755,U,2004-2005,2007-2008,4,0,3,17,Y,N
70775,U,2004-2005,2004-2005,1,0,0,14,N,Y
70776,U,2004-2005,2005-2006,2,0,1,15,N,Y
70777,U,2004-2005,2005-2006,2,4,5,15,N,N
70778,U,2004-2005,2004-2005,1,0,0,14,N,Y
70779,U,2004-2005,2004-2005,1,0,0,14,N,Y
70780,U,2004-2005,2007-2008,4,0,3,17,Y,N
70781,U,2004-2005,2007-2008,4,0,3,17,Y,N
70783,U,2004-2005,2007-2008,4,0,3,17,Y,N
70784,U,2004-2005,2006-2007,3,0,2,16,N,Y
70785,U,2004-2005,2007-2008,4,0,3,17,Y,N
70787,U,2004-2005,2004-2005,1,4,4,14,N,Y
70790,U,2004-2005,2007-2008,4,0,3,17,Y,N
70792,U,2004-2005,2007-2008,4,0,3,17,Y,N
70793,U,2004-2005,2004-2005,1,6,6,14,N,N
70794,U,2004-2005,2006-2007,3,1,3,16,N,Y
70795,U,2004-2005,2007-2008,4,0,3,17,Y,N
70796,U,2004-2005,2007-2008,4,0,3,17,Y,N
70797,U,2004-2005,2006-2007,3,0,2,16,N,Y
70798,U,2004-2005,2007-2008,4,0,3,17,Y,N
70799,U,2004-2005,2005-2006,2,0,1,15,N,Y
70800,U,2004-2005,2007-2008,4,0,3,17,Y,N
70801,U,2004-2005,2004-2005,1,4,4,14,N,Y
70803,U,2004-2005,2006-2007,3,0,2,16,N,Y
70804,U,2004-2005,2007-2008,4,0,3,17,Y,N
70805,U,2004-2005,2005-2006,2,0,1,15,N,Y
70807,U,2004-2005,2004-2005,1,0,0,14,N,Y
70808,U,2004-2005,2004-2005,1,0,0,14,N,Y
70809,U,2004-2005,2004-2005,1,6,6,14,N,N
70810,U,2004-2005,2004-2005,1,6,6,14,N,N
70813,U,2004-2005,2004-2005,1,0,0,14,N,Y
70814,U,2004-2005,2004-2005,1,5,5,14,N,Y
70857,U,2004-2005,2007-2008,4,0,3,17,Y,N
71202,U,2004-2005,2004-2005,1,4,4,14,N,Y
71206,U,2004-2005,2007-2008,4,0,3,17,Y,N
71207,U,2004-2005,2005-2006,2,4,5,15,N,N
71208,U,2004-2005,2006-2007,3,1,3,16,N,Y
71228,U,2004-2005,2004-2005,1,3,3,14,N,Y
71233,U,2004-2005,2005-2006,2,4,5,15,N,N
71236,U,2004-2005,2004-2005,1,6,6,14,N,N
71362,U,2004-2005,2004-2005,1,5,5,14,N,Y
71388,U,2004-2005,2004-2005,1,0,0,14,N,Y
71389,U,2004-2005,2004-2005,1,0,0,14,N,Y
71935,U,2004-2005,2007-2008,4,0,3,17,Y,N
71973,U,2004-2005,2004-2005,1,5,5,14,N,Y
71985,U,2004-2005,2005-2006,2,5,6,15,N,N
71986,U,2004-2005,2006-2007,3,0,2,16,N,Y
71987,U,2004-2005,2005-2006,2,5,6,15,N,N
71993,U,2004-2005,2004-2005,1,5,5,14,N,Y
72026,U,2004-2005,2007-2008,4,0,3,17,Y,N
72060,U,2004-2005,2004-2005,1,0,0,14,N,Y
72062,U,2004-2005,2004-2005,1,5,5,14,N,Y
73273,U,2005-2006,2005-2006,1,1,1,15,N,Y
73274,U,2005-2006,2007-2008,3,1,3,17,Y,N
73276,U,2005-2006,2007-2008,3,0,2,17,Y,N
73277,U,2005-2006,2006-2007,2,0,0,16,N,Y
73278,U,2005-2006,2007-2008,3,2,4,17,Y,N
73279,U,2005-2006,2005-2006,1,0,0,15,N,Y
73281,U,2005-2006,2007-2008,3,0,2,17,Y,N
73282,U,2005-2006,2007-2008,3,0,2,17,Y,N
73283,U,2005-2006,2007-2008,3,0,2,17,Y,N
73284,U,2005-2006,2007-2008,3,1,3,17,Y,N
73285,U,2005-2006,2005-2006,1,5,5,15,N,N
73286,U,2005-2006,2006-2007,2,4,5,16,N,N
73287,U,2005-2006,2006-2007,2,4,5,16,N,N
73288,U,2005-2006,2005-2006,1,5,5,15,N,N
